App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current_Ver,Android_Ver
Start Meeting,BUSINESS,4.1,308,14.0,50000.0,Free,0.0,Everyone,Business,2018-05-29,0.0,4.0.3 and up
CW,BUSINESS,3.8,5211,26.0,1000000.0,Free,0.0,Everyone,Business,2018-07-30,0.0,4.0 and up
BFA,BUSINESS,3.9,1058,23.0,500000.0,Free,0.0,Everyone,Business,2018-06-29,0.0,5.0 and up
O:FO+PE,BUSINESS,4.3,1002859,35.0,100000000.0,Free,0.0,Everyone,Business,2018-08-02,0.0,4.1 and up
V-R&E,BUSINESS,4.5,413,29.0,10000.0,Free,0.0,Everyone,Business,2018-07-25,0.0,5.0 and up
MM-BM&CR,COMICS,4.6,24005,4.9,500000.0,Free,0.0,Adults only 18+,Comics,2018-07-04,0.0,4.1 and up
G-AOSFOCFAOC,COMICS,4.7,57106,27.0,1000000.0,Free,0.0,Teen,Comics,2018-07-23,0.0,4.1 and up
RWS,COMICS,4.7,2249,32.0,500000.0,Free,0.0,Everyone,Comics,2017-11-16,1.08,4.0.3 and up
UP-CBN,COMICS,4.8,516,12.0,50000.0,Free,0.0,Everyone,Comics;Creativity,2018-08-03,0.0,4.4 and up
M-CUD,COMICS,3.9,834,15.0,50000.0,Free,0.0,Mature 17+,Comics,2018-08-01,0.0,4.1 and up
MN–BOMR,COMICS,4.1,1010,11.0,50000.0,Free,0.0,Mature 17+,Comics,2018-07-07,1.5,4.1 and up
MR-BMR,COMICS,4.4,238970,28.0,1000000.0,Free,0.0,Teen,Comics,2018-07-09,0.0,5.0 and up
M-RTT,COMICS,4.6,302,2.2,10000.0,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0 and up
TVS-FS,COMICS,4.5,438,3.4,10000.0,Free,0.0,Everyone,Comics,2017-12-27,1.0,2.3 and up
DBW-R,COMICS,4.7,73,8.3,10000.0,Free,0.0,Everyone,Comics,2018-07-23,1.9,4.0.3 and up
Funny Jokes Photos,COMICS,4.4,39,4.3,10000.0,Free,0.0,Everyone 10+,Comics,2018-07-03,1.1,4.2 and up
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000.0,Free,0.0,Everyone,Comics,2018-07-19,3.0,4.0.3 and up
CE-SM/LCFOC♪♪,COMICS,3.9,2181,10.0,100000.0,Free,0.0,Teen,Comics,2018-03-05,0.0,4.0.3 and up
CPOCUEC,COMICS,3.2,93965,15.0,5000000.0,Free,0.0,Teen,Comics,2018-07-03,0.0,4.0.3 and up
DM-C&W,COMICS,3.2,1446,7.1,100000.0,Free,0.0,Mature 17+,Comics,2018-05-18,1.0,4.0.3 and up
漫C-MAS,COMICS,4.1,12088,21.0,1000000.0,Free,0.0,Mature 17+,Comics,2018-07-06,0.0,4.0.3 and up
EFV2,COMICS,4.5,314,6.1,100000.0,Free,0.0,Everyone,Comics,2018-05-23,0.0,4.1 and up
MZ-JCACR,COMICS,4.2,15194,15.0,1000000.0,Free,0.0,Teen,Comics,2018-07-19,0.0,4.2 and up
Marvel Unlimited,COMICS,3.7,22551,11.0,1000000.0,Free,0.0,Teen,Comics,2018-07-24,0.0,4.4 and up
T–CNAS,COMICS,4.5,29839,29.0,1000000.0,Free,0.0,Teen,Comics,2018-07-31,0.0,4.4 and up
CC(,COMICS,4.6,279,3.3,100000.0,Free,0.0,Everyone,Comics,2017-12-18,1.6,4.0 and up
Faustop Sounds,COMICS,4.7,1677,40.0,100000.0,Free,0.0,Everyone,Comics,2018-05-26,0.0,4.1 and up
MM-BOMR,COMICS,4.4,757,10.0,10000.0,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1 and up
-FC-CA,COMICS,3.5,115,9.1,10000.0,Free,0.0,Mature 17+,Comics,2018-07-13,0.0,5.0 and up
MA-MCR,COMICS,3.3,125,4.7,5000.0,Free,0.0,Teen,Comics,2018-07-24,0.0,4.0.3 and up
BT-DFW/C/WF/MG,COMICS,4.5,9952,38.0,500000.0,Free,0.0,Everyone 10+,Comics,2018-07-31,0.0,4.1 and up
FJAS2,COMICS,4.2,21,6.7,5000.0,Free,0.0,Everyone,Comics,2018-03-31,1.3,4.0 and up
HTLH,COMICS,5.0,15,37.0,1000.0,Free,0.0,Everyone,Comics,2018-06-26,2.0,4.0.3 and up
BWB4H,COMICS,4.7,3596,7.8,10000.0,Free,0.0,Teen,Comics,2018-06-16,1.01,4.0.3 and up
think Comics,COMICS,4.4,1006,19.0,50000.0,Free,0.0,Everyone,Comics,2018-08-03,0.0,4.0.3 and up
Memes Button,COMICS,4.4,5968,5.7,1000000.0,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0 and up
L-WAASS,COMICS,4.6,4895,35.0,100000.0,Free,0.0,Everyone,Comics,2018-08-02,0.0,4.4 and up
Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000.0,Free,0.0,Teen,Communication,2018-06-06,0.0,4.1 and up
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000.0,Free,0.0,Everyone,Communication,2018-08-03,0.0,4.4 and up
YM–SO,COMMUNICATION,4.3,4187998,16.0,100000000.0,Free,0.0,Everyone,Communication,2018-07-18,0.0,4.4 and up
IBFCAT,COMMUNICATION,4.3,659395,11.0,100000000.0,Free,0.0,Everyone,Communication,2018-06-07,0.0,4.0 and up
IFVCAC,COMMUNICATION,4.3,4785892,11.0,500000000.0,Free,0.0,Everyone,Communication,2018-06-08,0.0,4.0 and up
CF–FC,COMMUNICATION,4.3,30209,15.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-28,0.0,4.1 and up
WB&E,COMMUNICATION,4.0,36901,6.6,5000000.0,Free,0.0,Everyone,Communication,2018-07-04,0.0,4.0.3 - 7.1.1
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000.0,Free,0.0,Everyone,Communication,2018-06-19,0.0,4.0.3 - 7.1.1
CVV,COMMUNICATION,3.9,13698,5.1,10000000.0,Free,0.0,Everyone,Communication,2018-07-02,0.0,4.1 and up
TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-11,0.0,4.1 and up
FFTPB,COMMUNICATION,4.4,36880,4.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0 and up
TK-FE&AK,COMMUNICATION,4.4,615381,37.0,10000000.0,Free,0.0,Mature 17+,Communication,2018-08-02,0.0,4.0.3 and up
SL-FVC&C,COMMUNICATION,4.2,33053,22.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-31,0.0,4.0.3 and up
UBM-FP&S,COMMUNICATION,4.4,3648120,3.3,100000000.0,Free,0.0,Teen,Communication,2018-07-18,0.0,4.0 and up
WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-30,0.0,4.0.3 and up
My magenta,COMMUNICATION,3.9,42370,37.0,1000000.0,Free,0.0,Everyone,Communication,2018-06-25,0.0,5.0 and up
AGT(V,COMMUNICATION,4.4,2939,17.0,100000.0,Free,0.0,Everyone,Communication,2018-07-16,2.1,4.1 and up
Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000.0,Free,0.0,Teen,Communication,2016-11-04,0.0,4.0.3 and up
UB-FDP&S,COMMUNICATION,4.5,17712922,40.0,500000000.0,Free,0.0,Teen,Communication,2018-08-02,0.0,4.0 and up
My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000.0,Free,0.0,Everyone,Communication,2018-06-26,0.0,4.3 and up
Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-28,0.0,4.4 and up
IFVCAC,COMMUNICATION,4.3,4785988,11.0,500000000.0,Free,0.0,Everyone,Communication,2018-06-08,0.0,4.0 and up
HD-CP,COMMUNICATION,4.0,122498,79.0,10000000.0,Free,0.0,Everyone,Communication,2015-09-02,0.0,4.0.3 and up
TFTC&PN,COMMUNICATION,4.1,132014,25.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2 and up
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000.0,Free,0.0,Everyone,Communication,2018-04-19,0.0,4.0 and up
GSP-MFTE,COMMUNICATION,4.4,2876500,24.0,100000000.0,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0 and up
MSMF,COMMUNICATION,4.1,28238,17.0,1000000.0,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3 and up
chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000.0,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3 and up
Text SMS,COMMUNICATION,4.5,349384,8.2,10000000.0,Free,0.0,Everyone,Communication,2018-07-24,3.47,4.0.3 and up
MSTMS,COMMUNICATION,4.3,37320,8.4,1000000.0,Free,0.0,Everyone,Communication,2018-07-30,0.0,4.0.3 and up
FFTPB,COMMUNICATION,4.4,36893,4.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0 and up
2-SPN,COMMUNICATION,4.2,15880,32.0,1000000.0,Free,0.0,Everyone,Communication,2018-08-03,0.0,4.0 and up
"CB-AB,FD,P",COMMUNICATION,4.6,2264916,6.1,50000000.0,Free,0.0,Everyone,Communication,2018-07-31,0.0,4.0 and up
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000.0,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3 and up
UBM-FP&S,COMMUNICATION,4.4,3648480,3.3,100000000.0,Free,0.0,Teen,Communication,2018-07-18,0.0,4.0 and up
UB-FDP&S,COMMUNICATION,4.5,17714850,40.0,500000000.0,Free,0.0,Teen,Communication,2018-08-02,0.0,4.0 and up
GPB,COMMUNICATION,4.1,13100,2.2,1000000.0,Free,0.0,Everyone,Communication,2018-03-20,0.0,4.0.3 and up
WBFA,COMMUNICATION,4.1,55098,4.3,1000000.0,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0 and up
DBF&F,COMMUNICATION,4.3,1133501,4.7,10000000.0,Free,0.0,Everyone,Communication,2016-04-01,0.0,4.0 and up
LWB,COMMUNICATION,4.1,12578,2.3,500000.0,Free,0.0,Everyone,Communication,2017-07-10,0.0,4.0 and up
Web Browser,COMMUNICATION,4.2,10965,2.3,500000.0,Free,0.0,Everyone,Communication,2015-02-02,2.0,3.0 and up
Contacts+,COMMUNICATION,4.2,190613,11.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-31,0.0,4.0.3 and up
E-D&C,COMMUNICATION,4.2,125232,2.7,10000000.0,Free,0.0,Everyone,Communication,2017-03-05,196.0,2.1 and up
PFGV&G,COMMUNICATION,4.3,72065,13.0,1000000.0,Free,0.0,Everyone,Communication,2018-04-18,0.0,4.0 and up
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000.0,Free,0.0,Everyone,Communication,2018-01-05,0.0,4.0 and up
FSCI,COMMUNICATION,4.2,104990,10.0,5000000.0,Free,0.0,Everyone,Communication,2018-05-15,0.0,4.0.3 and up
H-CI&B,COMMUNICATION,4.4,177703,13.0,10000000.0,Free,0.0,Mature 17+,Communication,2018-07-25,0.0,5.0 and up
Call Blocker,COMMUNICATION,4.1,17529,10.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-26,5.86,4.0.3 and up
MNC&S,COMMUNICATION,4.2,177263,13.0,10000000.0,Free,0.0,Mature 17+,Communication,2018-07-13,0.0,5.0 and up
Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000.0,Free,0.0,Everyone,Communication,2018-07-26,0.0,4.0 and up
RD&C,COMMUNICATION,4.4,32254,5.5,1000000.0,Free,0.0,Everyone,Communication,2017-12-04,0.0,2.1 and up
CCIB&PCR,COMMUNICATION,4.4,483565,20.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-29,1.286,4.1 and up
W-CI&B,COMMUNICATION,4.4,552441,29.0,10000000.0,Free,0.0,Everyone,Communication,2018-08-01,0.0,4.1 and up
CC-CB,COMMUNICATION,4.4,93825,11.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-05,0.0,4.1 and up
Video Caller Id,COMMUNICATION,4.2,15287,17.0,1000000.0,Free,0.0,Everyone,Communication,2018-01-24,0.0,4.0.3 and up
S–CI&B,COMMUNICATION,4.5,205739,17.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-26,0.0,4.1 and up
Caller ID +,COMMUNICATION,4.0,9498,118.0,1000000.0,Free,0.0,Everyone,Communication,2016-06-07,0.0,2.3 and up
YM–SO,COMMUNICATION,4.3,4188142,16.0,100000000.0,Free,0.0,Everyone,Communication,2018-07-18,0.0,4.4 and up
K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000.0,Free,0.0,Everyone,Communication,2018-01-06,5.403,4.0.3 and up
ET-MA,COMMUNICATION,4.6,183374,44.0,1000000.0,Free,0.0,Everyone,Communication,2018-08-01,0.0,4.1 and up
All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000.0,Free,0.0,Everyone,Communication,2018-04-03,0.0,4.1 and up
NM-EAFGOI,COMMUNICATION,4.0,122595,30.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-19,0.0,5.0 and up
GO Notifier,COMMUNICATION,4.2,124346,695.0,10000000.0,Free,0.0,Everyone,Communication,2014-07-06,2.8,2.0 and up
M-SM,COMMUNICATION,4.1,255,1.6,10000.0,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2 and up
DM-NM,COMMUNICATION,4.3,41420,19.0,5000000.0,Free,0.0,Everyone,Communication,2018-06-21,0.0,4.0 and up
VMCVT,COMMUNICATION,4.1,29208,23.0,1000000.0,Free,0.0,Everyone,Communication,2016-09-28,0.0,2.3.3 and up
J-FVCAFVC,COMMUNICATION,4.6,191032,26.0,5000000.0,Free,0.0,Everyone,Communication,2018-08-04,0.0,4.0.3 and up
Calculator,DATING,2.6,57,6.2,1000.0,Paid,6.99,Everyone,Dating,2017-10-25,0.0,4.0 and up
ADAAMBWI,DATING,3.5,2,17.0,100.0,Paid,7.99,Mature 17+,Dating,2017-01-21,0.0,4.0 and up
OkCupid Dating,DATING,4.1,285726,15.0,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-30,0.0,4.1 and up
HDCMM&HU,DATING,4.1,2556,56.0,100000.0,Free,0.0,Mature 17+,Dating,2018-08-01,0.0,4.1 and up
HD&R,DATING,4.2,7779,12.0,500000.0,Free,0.0,Mature 17+,Dating,2018-08-03,0.0,5.0 and up
CD&AS-J,DATING,4.5,61637,11.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.1 and up
BD&PSC,DATING,4.4,12632,29.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.1 and up
CMB Free Dating App,DATING,4.0,48845,40.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-08-01,0.0,4.4 and up
E-ODA,DATING,3.1,31320,53.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-07-30,0.0,4.1 and up
FDA&FC-MWS,DATING,4.4,172460,3.1,5000000.0,Free,0.0,Mature 17+,Dating,2018-08-04,1.639,4.0 and up
CTDAFLLS,DATING,4.2,4195,24.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-25,0.0,4.4 and up
Clover Dating App,DATING,4.1,11633,23.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-24,0.0,4.1 and up
BPMSD,DATING,3.9,10212,5.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-25,0.0,4.4 and up
M-FOD&SCR,DATING,4.3,37053,44.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-08-03,4.4,4.1 and up
FDA&FC-C,DATING,4.4,667,27.0,10000.0,Free,0.0,Mature 17+,Dating,2018-08-03,0.0,4.1 and up
SC-AC,DATING,3.5,13202,6.1,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-07,0.0,4.1 and up
FDHUM,DATING,3.3,1157,21.0,100000.0,Free,0.0,Mature 17+,Dating,2017-01-27,0.0,4.2 and up
FRL—YPD,DATING,4.5,212626,11.0,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.1 and up
O-QMED,DATING,4.4,222888,21.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-17,2.45,4.1 and up
B-SMC,DATING,4.1,2067,24.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-25,0.0,4.4 and up
CDL:DOWSM,DATING,3.9,1643,31.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-03,0.0,4.1 and up
Howlr,DATING,3.9,105,27.0,5000.0,Free,0.0,Mature 17+,Dating,2018-06-19,0.0,4.4 and up
Stranger Chat & Date,DATING,3.6,3414,6.2,500000.0,Free,0.0,Mature 17+,Dating,2018-06-06,0.0,4.1 and up
R-CR,DATING,3.6,11806,12.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-06-26,0.0,4.0.3 and up
BFD&CA,DATING,3.4,1999,8.0,100000.0,Free,0.0,Mature 17+,Dating,2017-02-03,0.0,4.2 and up
FCDL,DATING,4.2,22544,5.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.0.3 and up
FDA-Y-FC&M,DATING,4.1,97684,7.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-10,1.23,4.0.3 and up
ODFS5,DATING,3.4,2519,5.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-25,0.0,4.4 and up
FarmersOnly Dating,DATING,3.0,1146,1.4,100000.0,Free,0.0,Mature 17+,Dating,2016-02-25,2.2,4.0 and up
DF5PMS–F,DATING,4.6,13046,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.1 and up
S–ME&RS,DATING,4.1,17268,40.0,500000.0,Free,0.0,Mature 17+,Dating,2018-06-25,0.0,4.0.3 and up
CDFFA,DATING,3.9,8722,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1 and up
JS-TLD,DATING,1.9,953,19.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-18,0.0,5.0 and up
SPM#D,DATING,3.5,2593,5.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-25,0.0,4.4 and up
E–DFSP,DATING,2.5,5377,19.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.0.3 and up
MMRSDA,DATING,3.9,852,27.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-30,0.0,4.1 and up
I-IDA,DATING,3.4,212,3.0,50000.0,Free,0.0,Mature 17+,Dating,2018-06-13,0.0,5.0 and up
SMDASS,DATING,3.5,1972,13.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-05-12,4.3,4.1 and up
HAPDSC-P,DATING,4.4,35206,7.2,1000000.0,Free,0.0,Everyone,Dating,2018-05-21,0.0,4.0 and up
MM&ASM&D,DATING,3.8,5164,25.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-24,0.0,4.0.3 and up
SDDA,DATING,2.5,277,5.7,100000.0,Free,0.0,Mature 17+,Dating,2017-12-04,0.0,4.1 and up
Adult Dirty Emojis,DATING,2.8,80,5.5,10000.0,Free,0.0,Teen,Dating,2017-11-06,1.0,4.0.3 and up
M-CLS,DATING,4.2,40035,6.5,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.0.3 and up
SnpCupid Dating,DATING,3.5,1093,5.8,100000.0,Free,0.0,Mature 17+,Dating,2017-01-28,0.0,4.2 and up
AD-A,DATING,3.3,1601,3.8,500000.0,Free,0.0,Mature 17+,Dating,2017-02-01,1.5,4.1 and up
GSDD&H–SG,DATING,4.1,2212,41.0,100000.0,Free,0.0,Mature 17+,Dating,2018-06-20,0.0,4.0.3 and up
M-LCS,DATING,4.2,57081,7.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.0.3 and up
B-BDA,DATING,3.5,241,2.8,50000.0,Free,0.0,Mature 17+,Dating,2018-06-01,0.0,5.0 and up
CMNP,DATING,4.2,63986,20.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-05-31,0.0,4.0 and up
T-FODACMA,DATING,4.4,7888,15.0,500000.0,Free,0.0,Mature 17+,Dating,2018-04-29,0.0,4.1 and up
BWID-IM,DATING,4.1,535,28.0,100000.0,Free,0.0,Mature 17+,Dating,2018-03-29,0.0,4.1 and up
USMMADF-D,DATING,4.2,5084,9.6,100000.0,Free,0.0,Mature 17+,Dating,2018-08-03,1.55,4.1 and up
F-♥DA,DATING,4.3,2430,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-26,0.0,4.1 and up
The League,DATING,3.0,837,9.4,100000.0,Free,0.0,Mature 17+,Dating,2018-07-16,0.0,4.4 and up
HD1S,DATING,4.0,738,27.0,10000.0,Free,0.0,Mature 17+,Dating,2018-08-01,0.0,4.1 and up
Heart mill,DATING,3.3,4631,45.0,100000.0,Free,0.0,Mature 17+,Dating,2018-08-04,0.0,5.0 and up
9-LSA,DATING,4.1,4953,15.0,1000000.0,Free,0.0,Teen,Dating,2018-08-01,0.0,4.2 and up
Mutual - LDS Dating,DATING,3.7,1439,38.0,50000.0,Free,0.0,Mature 17+,Dating,2018-07-30,0.0,4.2 and up
CDL:DOWSM,DATING,3.9,1645,31.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-03,0.0,4.1 and up
SC-AC,DATING,3.5,13204,6.1,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-07,0.0,4.1 and up
MMRSDA,DATING,3.9,853,27.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-30,0.0,4.1 and up
2RedBeans,DATING,4.0,337,32.0,10000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.3 and up
DF5PMS–F,DATING,4.6,13049,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.1 and up
S-MMD,DATING,4.0,51698,63.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-26,0.0,4.0.3 and up
BCFGBC&C,DATING,4.1,923,44.0,100000.0,Free,0.0,Mature 17+,Dating,2018-08-02,0.0,4.1 and up
ST5DA,DATING,3.3,149,16.0,10000.0,Free,0.0,Mature 17+,Dating,2018-07-31,0.0,4.0.3 and up
HPSD,DATING,4.4,198,28.0,10000.0,Free,0.0,Mature 17+,Dating,2018-05-18,0.0,4.1 and up
FCDL,DATING,4.2,22545,5.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.0.3 and up
CDFFA,DATING,3.9,8723,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1 and up
G-PDA,DATING,4.3,23170,9.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-25,0.0,4.1 and up
I-CFDL&R,DATING,3.4,13890,20.0,500000.0,Free,0.0,Mature 17+,Dating,2018-06-19,0.0,4.2 and up
M-LCS,DATING,4.2,57083,7.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.0.3 and up
BWID-IM,DATING,4.1,537,28.0,100000.0,Free,0.0,Mature 17+,Dating,2018-03-29,0.0,4.1 and up
JustDating,DATING,4.0,13440,49.0,500000.0,Free,0.0,Mature 17+,Dating,2018-08-03,0.0,4.0.3 and up
IMDA,DATING,3.6,143,27.0,10000.0,Free,0.0,Mature 17+,Dating,2018-07-23,0.0,4.1 and up
RD&CFRSR,DATING,4.2,1059,18.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-26,1.17,4.2 and up
SP(ASBDTABSNU,DATING,3.5,894,14.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-17,0.0,4.1 and up
SM-UHHBD,DATING,4.0,6191,27.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-12,0.0,4.1 and up
M-ODATC&MP,DATING,4.1,15081,38.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-26,0.0,4.1 and up
BD&CSCL,DATING,4.4,218,27.0,10000.0,Free,0.0,Mature 17+,Dating,2018-07-23,0.0,4.1 and up
HAPDSC-P,DATING,4.4,35205,7.2,1000000.0,Free,0.0,Everyone,Dating,2018-05-21,0.0,4.0 and up
H-MPAC,DATING,4.2,243950,21.0,10000000.0,Free,0.0,Mature 17+,Dating,2018-05-10,0.0,4.1 and up
A hundred,DATING,4.1,236,8.8,10000.0,Free,0.0,Mature 17+,Dating,2018-03-29,0.0,4.0.3 and up
JDAC&MSN,DATING,4.2,5152,38.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-26,0.0,4.1 and up
W–D&CA,DATING,4.1,6701,11.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-06-29,0.0,4.0.3 and up
M-CLS,DATING,4.2,40039,6.5,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,0.0,4.0.3 and up
LPEDS,DATING,3.9,742,26.0,50000.0,Free,0.0,Mature 17+,Dating,2018-04-07,0.0,4.0.3 and up
Dating Network,DATING,4.0,187,19.0,10000.0,Free,0.0,Mature 17+,Dating,2018-07-26,1.17,4.2 and up
C-FCRCBG,DATING,4.2,2506,6.1,500000.0,Free,0.0,Mature 17+,Dating,2017-06-15,0.0,4.0 and up
ICD,DATING,4.5,182986,77.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-08-02,0.0,4.1 and up
MC&DFDA-CA,DATING,3.9,8661,9.5,1000000.0,Free,0.0,Mature 17+,Dating,2018-04-03,0.0,4.0 and up
T–TDACFF,DATING,3.6,8,14.0,1000.0,Free,0.0,Mature 17+,Dating,2018-07-29,0.0,4.4 and up
O-Star,DATING,4.4,59,38.0,5000.0,Free,0.0,Everyone,Dating,2018-07-19,0.0,4.3 and up
FCG-LW,DATING,3.5,35,16.0,1000.0,Free,0.0,Mature 17+,Dating,2018-07-16,2.4,4.0.3 and up
CBLSVC-P,DATING,4.4,28,3.4,500.0,Free,0.0,Everyone,Dating,2018-07-16,2.5,4.0.3 and up
LGT-FVC,DATING,4.8,125,4.7,5000.0,Free,0.0,Mature 17+,Dating,2018-07-08,8.2,4.0.3 and up
LT-FTAVC,DATING,4.6,185,5.0,10000.0,Free,0.0,Mature 17+,Dating,2018-07-16,8.2,4.0.3 and up
CK-CRFK,DATING,4.7,6,4.9,100.0,Free,0.0,Mature 17+,Dating,2018-07-24,1.0,4.0.3 and up
GLC-FT&VC,DATING,4.8,110,4.9,10000.0,Free,0.0,Mature 17+,Dating,2018-07-09,8.2,4.0.3 and up
MouseMingle,DATING,2.7,3,3.9,100.0,Free,0.0,Mature 17+,Dating,2018-07-17,0.0,4.4 and up
AGMN,DATING,5.0,5,4.4,1000.0,Free,0.0,Mature 17+,Dating,2018-07-17,3.0,4.0.3 and up
FVC-LVATC,DATING,4.8,84,4.5,1000.0,Free,0.0,Mature 17+,Dating,2018-07-06,8.2,4.0.3 and up
Awake Dating,DATING,5.0,2,70.0,100.0,Free,0.0,Mature 17+,Dating,2018-07-24,0.0,4.4 and up
LC-FVCR,DATING,4.8,20,4.9,500.0,Free,0.0,Mature 17+,Dating,2018-07-15,8.2,4.0.3 and up
FREE LIVE TALK,DATING,4.9,776,4.9,5000.0,Free,0.0,Mature 17+,Dating,2018-07-14,8.2,4.0.3 and up
RCAWS,DATING,3.0,2,16.0,100.0,Free,0.0,Mature 17+,Dating,2018-07-17,2.5,4.0.3 and up
LC-FVT,DATING,4.7,14,21.0,5000.0,Free,0.0,Mature 17+,Dating,2018-08-03,1.3,4.1 and up
HP-LC,DATING,1.0,1,9.2,10.0,Free,0.0,Mature 17+,Dating,2018-07-31,3.52,4.0.3 and up
STDA,DATING,5.0,5,9.3,500.0,Free,0.0,Teen,Dating,2018-07-14,4.0,4.0.3 and up
OCGM,DATING,4.7,18,5.0,500.0,Free,0.0,Mature 17+,Dating,2018-07-25,8.2,4.0.3 and up
